,latitude,longitude,Наименование пункта пропуска,Федеральный округ,Вид,Количество,Год,Категория,Филиал,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство
10798,50.325935,106.487149,Кяхта,ДФО,АПП,160964.542,2021,Грузы в тоннах,Читинский,установлен,да,Монголия
10801,45.45465120376154,133.3778381347585,Лесозаводск,ДФО,СПП,0.0,2021,Грузы в тоннах,Владивостокский,установлен,нет,Китайская Народная Республика
10803,49.999964,37.951784,Логачевка,ЦФО,АПП,0.0,2021,Грузы в тоннах,Белгородский,установлен,да,Украина
10804,51.287835,81.103774,Локоть,СФО,ЖДПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10805,51.675,34.2175,Локоть,ЦФО,ЖДПП,0.0,2021,Грузы в тоннах,Брянский,установлен,нет,Украина
10806,52.295003,32.647313,Ломаковка,ЦФО,АПП,0.0,2021,Грузы в тоннах,Брянский,установлен,да,Украина
10807,68.477378,28.477149,Лотта,СЗФО,АПП,9344.69438,2021,Грузы в тоннах,Мурманский,установлен,да,Финляндская Республика
10808,57.132236,27.774503,Лудонка,СЗФО,АПП,0.0,2021,Грузы в тоннах,Псковский,установлен,да,Латвийская Республика
10809,64.545064,29.994016,Люття,СЗФО,АПП,332810.589,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10810,64.5496,30.665,Люття,СЗФО,ЖДПП,3958482.159,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10815,55.2213630695047,67.2304994999999,Макушино,УФО,ЖДПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10816,51.595588,79.437002,Малиновое Озеро,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10817,54.447689,19.898678,Мамоново,СЗФО,ЖДПП,4160240.0,2021,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
10818,54.424393,20.074312,Мамоново (Гжехотки),СЗФО,АПП,352388.88,2021,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
10819,54.439183,19.901304,Мамоново (Гроново),СЗФО,АПП,0.0,2021,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
10820,52.319569,61.001741,Мариинский,УФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10821,45.550477,133.321171,Марково,ДФО,АПП,0.0,2021,Грузы в тоннах,Владивостокский,установлен,нет,Китайская Народная Республика
10824,42.681192,130.61768,Махалино,ДФО,ЖДПП,2761667.0,2021,Грузы в тоннах,Владивостокский,установлен,да,Китайская Народная Республика
10827,51.853502,50.896097,Маштаково,ПФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10829,50.807859,81.965854,Михайловка,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10831,51.636004,100.860313,Монды,ДФО,АПП,12.668,2021,Грузы в тоннах,Читинский,установлен,да,Монголия
10832,55.278507,20.963083,Морское,СЗФО,АПП,0.0,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
10837,50.35,90.5,Мугур-Аксы,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,нет,Монголия
10842,50.388174,106.100215,Наушки,ДФО,ЖДПП,7638467.0,2021,Грузы в тоннах,Читинский,установлен,да,Монголия
10845,50.982706,81.519878,Неверовская,СФО,ЖДПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10846,53.7267000004649,73.8075000010431,Невольное,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10847,50.372308,36.850314,Нежеголь,ЦФО,ЖДПП,0.0,2021,Грузы в тоннах,Белгородский,установлен,да,Украина
10848,54.636192,22.73258,Нестеров,СЗФО,ЖДПП,10708596.0,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
10849,50.338847,36.28717,Нехотеевка,ЦФО,АПП,1741628.0,2021,Грузы в тоннах,Белгородский,установлен,да,Украина
10852,47.975056,132.671355,Нижнеленинское,ДФО,ЖДПП,0.0,2021,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
10853,47.961278,132.669774,Нижнеленинское,ДФО,СПП,0.0,2021,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
10854,42.669885,44.025982,Нижний Зарамаг,СКФО,АПП,142007.82,2021,Грузы в тоннах,Северо-Кавказский,установлен,да,Республика Южная Осетия
10856,53.003526,62.129645,Николаевка,УФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10862,41.708056,48.473279,Ново-Филя,СКФО,АПП,0.0,2021,Грузы в тоннах,Северо-Кавказский,установлен,да,Азербайджанская Республика
10864,52.116365,31.811135,Новые Юрковичи,ЦФО,АПП,1545507.0,2021,Грузы в тоннах,Брянский,установлен,да,Украина
10866,54.159304,72.792108,Одесское,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10867,51.216321,49.880509,Озинки,ПФО,АПП,0.0,2021,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
10868,51.194203,49.73407,Озинки,ПФО,ЖДПП,0.0,2021,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
10869,51.336732,119.873112,Олочи,ДФО,АПП,0.0,2021,Грузы в тоннах,Читинский,установлен,да,Китайская Народная Республика
10871,53.796579,75.051943,Ольховка,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10877,51.084344,58.475364,Орск,ПФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10879,51.086122,58.464716,Орск,ПФО,ЖДПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10882,53.401993,77.709242,Павловка,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10883,52.924229,78.268375,Павловка (Славгород),СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10885,48.884618,130.656092,Пашково,ДФО,СПП,0.0,2021,Грузы в тоннах,Хабаровский,установлен,нет,Китайская Народная Республика
10892,55.090975,68.242499,Петухово,УФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10893,55.070614,67.887333,Петухово,УФО,ЖДПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10894,57.8357999995351,27.625300001353,Печоры-Псковские,СЗФО,ЖДПП,2380621.0,2021,Грузы в тоннах,Псковский,установлен,да,Эстонская Республика
10895,52.369862,33.243985,Погар,ЦФО,АПП,0.0,2021,Грузы в тоннах,Брянский,установлен,да,Украина
10896,55.059774,22.590262,Пограничный,СЗФО,АПП,0.0,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
10897,44.39917,131.259668,Пограничный,ДФО,АПП,349297.0,2021,Грузы в тоннах,Владивостокский,установлен,да,Китайская Народная Республика
10898,44.40663,131.37327,Пограничный,ДФО,ЖДПП,8165431.0,2021,Грузы в тоннах,Владивостокский,установлен,да,Китайская Народная Республика
10899,53.343378,121.535043,Покровка,ДФО,АПП,0.0,2021,Грузы в тоннах,Читинский,установлен,нет,Китайская Народная Республика
10900,46.723319,134.02228,Покровка,ДФО,СПП,0.0,2021,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
10901,44.018064,131.252823,Полтавка,ДФО,АПП,193036.0,2021,Грузы в тоннах,Владивостокский,установлен,да,Китайская Народная Республика
10902,48.953911,46.789453,Полынный,ЮФО,АПП,0.0,2021,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
10904,56.341761,28.248432,Посинь,СЗФО,ЖДПП,0.0,2021,Грузы в тоннах,Псковский,установлен,нет,Латвийская Республика
10906,49.614111,128.680416,Поярково,ДФО,СПП,13757.468,2021,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
10911,57.814291,28.326674,Псков,СЗФО,РПП,0.0,2021,Грузы в тоннах,Псковский,установлен,нет,Эстонская Республика
10913,57.0645000003278,27.9111000001431,Пыталово,СЗФО,ЖДПП,3083264.0,2021,Грузы в тоннах,Псковский,установлен,да,Латвийская Республика
10920,55.1583999991417,20.8500000014901,Рыбачий,СЗФО,РПП,0.0,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
10923,50.857938,56.142094,Сагарчин,ПФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10924,66.944902,29.038847,Салла,СЗФО,АПП,10517.3,2021,Грузы в тоннах,Мурманский,установлен,да,Финляндская Республика
10926,59.955817,30.356343,Санкт-Петербург-Финляндский,СЗФО,ЖДПП,0.25,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10930,50.710306,61.02061,Светлый,ПФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10931,61.123856,28.841682,Светогорск,СЗФО,АПП,936431.0,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10932,61.118075,28.845818,Светогорск,СЗФО,ЖДПП,2675094.0,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10933,56.3053999990225,28.4697999991477,Себеж,СЗФО,ЖДПП,8048795.0,2021,Грузы в тоннах,Псковский,установлен,да,Латвийская Республика
10937,56.8999,27.743,Скангали,СЗФО,ЖДПП,0.0,2021,Грузы в тоннах,Псковский,установлен,нет,Латвийская Республика
10938,53.441899,123.967124,Сковородино,ДФО,СПП,0.0,2021,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
10939,55.082342,21.903888,Советск,СЗФО,АПП,585095.7200000001,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
10940,55.082342,21.879756,Советск,СЗФО,ЖДПП,1346820.12,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
10941,55.084813,21.89674,"Советск (Русне, Юрбаркас)",СЗФО,РПП,0.0,2021,Грузы в тоннах,Калининградский,установлен,нет,Литовская Республика
10943,49.886726,115.713356,Соловьевск,ДФО,АПП,0.0,2021,Грузы в тоннах,Читинский,установлен,да,Монголия
10944,49.8947,115.7575,Соловьевск,ДФО,ЖДПП,137914.31,2021,Грузы в тоннах,Читинский,установлен,да,Монголия
10948,50.199642,119.337367,Староцурухайтуйский,ДФО,АПП,0.0,2021,Грузы в тоннах,Читинский,установлен,да,Китайская Народная Республика
10949,58.574516,27.829775,Сторожинец,СЗФО,ОПП,0.0,2021,Грузы в тоннах,Псковский,установлен,нет,Эстонская Республика
10950,51.172627,35.139334,Суджа,ЦФО,АПП,185943.43,2021,Грузы в тоннах,Брянский,установлен,да,Украина
10951,52.318371,34.073437,Суземка,ЦФО,ЖДПП,44394.0,2021,Грузы в тоннах,Брянский,установлен,да,Украина
10952,65.798791,30.109591,Суоперя,СЗФО,АПП,20799.805,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10955,61.501999,29.61031,Сювяоро,СЗФО,АПП,191597.63,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10958,41.787765,48.54852,Тагиркент-Казмаляр,СКФО,АПП,0.0,2021,Грузы в тоннах,Северо-Кавказский,установлен,да,Азербайджанская Республика
10960,49.643629,89.44195,Ташанта,СФО,АПП,89485.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Монголия
10963,51.504733,51.543277,Теплое,ПФО,АПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10964,51.2789,34.285,Тёткино,ЦФО,ЖДПП,0.0,2021,Грузы в тоннах,Брянский,установлен,нет,Украина
10965,51.24417,34.298149,Тёткино (Бояро-Лежачи),ЦФО,АПП,0.0,2021,Грузы в тоннах,Брянский,установлен,нет,Украина
10966,51.24413,34.298117,Тёткино (Рыжевка),ЦФО,АПП,0.0,2021,Грузы в тоннах,Брянский,установлен,да,Украина
10968,50.391387,37.467621,Тишанка,ЦФО,АПП,0.0,2021,Грузы в тоннах,Белгородский,установлен,нет,Украина
10971,50.918237,80.103876,Топольное,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10972,60.596099,27.913096,Торфяновка,СЗФО,АПП,1594749.467,2021,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
10973,50.866700001061,81.895300000906,Третьяково,СФО,ЖДПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
10974,51.881005,34.337551,Троебортное,ЦФО,АПП,1186426.0,2021,Грузы в тоннах,Брянский,установлен,да,Украина
10975,54.1130000017583,61.5698999986053,"Троицк (Кайрак, Магнай)",УФО,ЖДПП,0.0,2021,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
10977,45.262249,131.978153,Турий Рог,ДФО,АПП,51255.0,2021,Грузы в тоннах,Владивостокский,установлен,да,Китайская Народная Республика
10979,50.4167,113.8333,Убур-Тохтор,ДФО,АПП,0.0,2021,Грузы в тоннах,Читинский,установлен,нет,Монголия
10980,56.87317,27.833766,Убылинка,СЗФО,АПП,660560.0,2021,Грузы в тоннах,Псковский,установлен,да,Латвийская Республика
10988,51.883,126.5631,Ушаково,ДФО,СПП,0.0,2021,Грузы в тоннах,Хабаровский,установлен,нет,Китайская Народная Республика
10991,48.468957,135.057972,Хабаровск,ДФО,РПП,372369.597,2021,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
10993,50.700218,92.069395,Хандагайты (Боршо),СФО,АПП,34934.521,2021,Грузы в тоннах,Новосибирский,установлен,да,Монголия
10995,42.430155,130.644336,Хасан,ДФО,ЖДПП,0.0,2021,Грузы в тоннах,Владивостокский,установлен,да,Корейская Народно-Демократическая Республика
10997,49.957094,95.62729,Цаган-Толгой,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Монголия
11001,54.155114,74.804456,Черлак,СФО,РПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11002,54.645721,22.736633,Чернышевское,СЗФО,АПП,2319416.669,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
11003,54.629537,21.817797,Черняховск,СЗФО,ЖДПП,0.0,2021,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
11008,50.515325,94.337233,Шара-Сур,СФО,АПП,0.0,2021,Грузы в тоннах,Новосибирский,установлен,да,Монголия
11010,50.352158,36.922684,Шебекино,ЦФО,АПП,0.0,2021,Грузы в тоннах,Белгородский,установлен,да,Украина
11011,57.644615,27.387415,Шумилкино,СЗФО,АПП,835028.0,2021,Грузы в тоннах,Псковский,установлен,да,Эстонская Республика
11013,49.130289,46.838265,Эльтон,ЮФО,ЖДПП,0.0,2021,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11018,41.640607,48.40786,Яраг-Казмаляр,СКФО,АПП,2475025.527,2021,Грузы в тоннах,Северо-Кавказский,установлен,да,Азербайджанская Республика
11020,49.5833,117.8167,Абагайтуй,ДФО,АПП,0.0,2022,Грузы в тоннах,Читинский,установлен,нет,Китайская Народная Республика
11022,43.397314,40.002072,Адлер,ЮФО,АПП,337932.69,2022,Грузы в тоннах,Сочинский,установлен,да,Республика Абхазия
11023,43.40274645,39.99306761,Адлер,ЮФО,ЖДПП,748754.7000000001,2022,Грузы в тоннах,Сочинский,установлен,да,Республика Абхазия
11025,50.3678,103.279,Айнек-Гол,ДФО,АПП,0.0,2022,Грузы в тоннах,Читинский,установлен,нет,Монголия
11026,46.7337,48.0892,Аксарайский,ЮФО,ЖДПП,0.0,2022,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11028,49.8833,109.0667,Алтан,ДФО,АПП,0.0,2022,Грузы в тоннах,Читинский,установлен,нет,Монголия
11029,47.690284,131.073245,Амурзет,ДФО,СПП,2830.2486,2022,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
11038,50.3099,90.0221,Аспайты,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,нет,Монголия
11041,54.372517,20.659173,Багратионовск,СЗФО,АПП,134250.86749,2022,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
11042,54.3927,20.6475,Багратионовск,СЗФО,ЖДПП,0.0,2022,Грузы в тоннах,Калининградский,установлен,нет,Республика Польша
11044,50.368527,35.756453,Безымено,ЦФО,АПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,нет,Украина
11045,52.3835,33.4804,Белая Березка,ЦФО,АПП,0.0,2022,Грузы в тоннах,Брянский,установлен,нет,Украина
11047,50.593234,36.605675,Белгород,ЦФО,ЖДПП,260293.0,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11050,50.249853,127.554133,Благовещенск,ДФО,СПП,453228.621,2022,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
11051,50.252764,127.547584,Благовещенск-1,ДФО,ППП,0.0,2022,Грузы в тоннах,Хабаровский,установлен,нет,Китайская Народная Республика
11053,48.347254,134.768252,Большой Уссурийский,ДФО,АПП,0.0,2022,Грузы в тоннах,Хабаровский,установлен,нет,Китайская Народная Республика
11054,69.655681,30.203183,Борисоглебск,СЗФО,АПП,7259.839,2022,Грузы в тоннах,Мурманский,установлен,да,Королевство Норвегия
11056,57.538718,27.471549,Брунишево,СЗФО,АПП,0.0,2022,Грузы в тоннах,Псковский,установлен,да,Латвийская Республика
11057,60.931202,28.560617,Брусничное,СЗФО,АПП,515135.0,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11058,60.810182,28.737329,Брусничное (Сайменский канал),СЗФО,МПП,0.0,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11060,53.213067,34.409548,Брянск-Льговский,ЦФО,ЖДПП,2124002.0,2022,Грузы в тоннах,Брянский,установлен,да,Украина
11061,53.262436,34.405696,Брянск-Орловский,ЦФО,ЖДПП,0.0,2022,Грузы в тоннах,Брянский,установлен,да,Украина
11063,54.006458,61.625926,Бугристое,УФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11064,56.356309,28.197336,Бурачки,СЗФО,АПП,1284658.0,2022,Грузы в тоннах,Псковский,установлен,да,Латвийская Республика
11065,53.796262,61.157583,Бускульский,УФО,ЖДПП,0.0,2022,Грузы в тоннах,Уральский,установлен,нет,Республика Казахстан
11066,60.840635,28.378262,Бусловская,СЗФО,ЖДПП,5752045.0,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11071,50.3108,36.5807,Вергелевка,ЦФО,АПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,нет,Украина
11072,50.197641,37.638937,Вериговка,ЦФО,АПП,1399.35,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11073,46.724082,48.22708,Верхний Баскунчак,ЮФО,ЖДПП,0.0,2022,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11074,42.768431,44.631185,Верхний Ларс,СКФО,АПП,4194121.52,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,Республика Грузия
11075,49.5112,112.602049,Верхний Ульхун,ДФО,АПП,6.68,2022,Грузы в тоннах,Читинский,установлен,да,Монголия
11077,51.211204,81.11318,Веселоярск,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11078,49.429484,46.795764,Вишневка,ЮФО,АПП,0.0,2022,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11085,54.646153,65.803555,Воскресенское,УФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11087,60.715429,28.750744,Выборг,СЗФО,ЖДПП,0.0,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11090,62.168784,30.635873,Вяртсиля,СЗФО,АПП,385470.991,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11091,62.168005,30.641338,Вяртсиля,СЗФО,ЖДПП,268761.312,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11092,41.490063,48.064536,Гарах,СКФО,АПП,0.0,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,Азербайджанская Республика
11096,51.286303,34.731497,Глушково,ЦФО,ЖДПП,0.0,2022,Грузы в тоннах,Брянский,установлен,да,Украина
11097,50.4348,35.8312,Головчино,ЦФО,АПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,нет,Украина
11098,50.511166,35.825004,Головчино,ЦФО,ЖДПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11099,50.972275,81.420538,Горняк,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11100,50.43093,35.591033,Грайворон,ЦФО,АПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11104,54.343023,22.298854,Гусев,СЗФО,АПП,0.0,2022,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
11106,42.056396,48.306587,Дербент,СКФО,ЖДПП,7886088.028999999,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,Азербайджанская Республика
11107,53.482007,123.888834,Джалинда,ДФО,СПП,0.0,2022,Грузы в тоннах,Хабаровский,установлен,нет,Китайская Народная Республика
11111,50.7621,35.5521,Долбино,ЦФО,ЖДПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,нет,Украина
11114,55.066608,21.952485,Дубки,СЗФО,АПП,0.0,2022,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
11119,54.356622,21.323472,Железнодорожный,СЗФО,АПП,0.0,2022,Грузы в тоннах,Калининградский,установлен,нет,Республика Польша
11120,54.35581,21.32322,Железнодорожный,СЗФО,ЖДПП,117668.983,2022,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
11121,50.4742,105.1031,Желтура,ДФО,АПП,0.0,2022,Грузы в тоннах,Читинский,установлен,нет,Монголия
11123,49.632878,117.373814,Забайкальск,ДФО,АПП,639201.02,2022,Грузы в тоннах,Читинский,установлен,да,Китайская Народная Республика
11124,49.638766,117.331686,Забайкальск,ДФО,ЖДПП,15818643.526,2022,Грузы в тоннах,Читинский,установлен,да,Китайская Народная Республика
11126,54.789484,65.945636,Зауралье,УФО,ЖДПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11127,54.386677,64.805326,Звериноголовское,УФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11128,52.192193,34.058658,Зерново,ЦФО,АПП,0.0,2022,Грузы в тоннах,Брянский,установлен,нет,Украина
11129,59.376896,28.211033,Ивангород,СЗФО,АПП,714640.7000000001,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Эстонская Республика
11130,59.36793,28.233993,Ивангород,СЗФО,ЖДПП,3062339.0,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Эстонская Республика
11131,59.360621,28.200402,Ивангород,СЗФО,ППП,0.0,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Эстонская Республика
11134,51.492998,53.382564,Илек,ПФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11135,50.751077,35.539322,Илек-Пеньковка,ЦФО,ЖДПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11136,51.1568999998271,54.9952999986708,"Илецк-1 (Жайсан, Шынгырлау)",ПФО,ЖДПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11137,63.304965,31.004307,Инари,СЗФО,АПП,0.0,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11139,53.9109000004827,74.9037999995053,Иртышское (Валиханово),СФО,ЖДПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11140,54.9219999983907,71.0168999992311,Исилькуль,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11141,54.909388,71.263429,Исилькуль,СФО,ЖДПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11142,45.341123,36.675162,Кавказ,ЮФО,МПП,25256753.43,2022,Грузы в тоннах,Сочинский,установлен,да,утратило значение (Украина)
11143,55.393328,69.338667,Казанское,УФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11145,49.743903,46.84589,Кайсацкое,ЮФО,ЖДПП,0.0,2022,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11150,50.197449,127.641475,Кани-Курган,ДФО,АПП,115148.889,2022,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
11151,53.752359,78.053926,Карасук,СФО,ЖДПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11152,46.545927,48.637239,Караузек,ЮФО,АПП,0.0,2022,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11153,53.052333,60.643455,"Карталы (Аксу, Бускуль)",УФО,ЖДПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11154,54.0258076869129,61.7458551561277,Кварцитный,УФО,ЖДПП,0.0,2022,Грузы в тоннах,Уральский,установлен,нет,Республика Казахстан
11158,50.813564,35.415016,Колотиловка,ЦФО,АПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11159,51.576089,60.615823,Комсомольский,ПФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11160,49.6167,127.9833,Константиновка,ДФО,СПП,0.0,2022,Грузы в тоннах,Хабаровский,установлен,нет,Китайская Народная Республика
11163,42.768502,130.470716,Краскино,ДФО,АПП,194222.0,2022,Грузы в тоннах,Владивостокский,установлен,да,Китайская Народная Республика
11166,51.647524,34.137715,Крупец,ЦФО,АПП,0.0,2022,Грузы в тоннах,Брянский,установлен,да,Украина
11167,57.895767,27.817193,Крупп,СЗФО,АПП,0.0,2022,Грузы в тоннах,Псковский,установлен,да,Эстонская Республика
11168,54.3275,21.5533,Крылово,СЗФО,АПП,0.0,2022,Грузы в тоннах,Калининградский,установлен,нет,Республика Польша
11172,52.571772,78.935906,Кулунда,СФО,ЖДПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11173,52.532284,78.630049,Кулунда (Шарбакты),СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11174,57.832371,27.595687,Куничина Гора,СЗФО,АПП,589638.0,2022,Грузы в тоннах,Псковский,установлен,да,Эстонская Республика
11178,50.325935,106.487149,Кяхта,ДФО,АПП,181218.719,2022,Грузы в тоннах,Читинский,установлен,да,Монголия
11181,45.45465120376154,133.3778381347585,Лесозаводск,ДФО,СПП,0.0,2022,Грузы в тоннах,Владивостокский,установлен,нет,Китайская Народная Республика
11183,49.999964,37.951784,Логачевка,ЦФО,АПП,3429.2,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11184,51.287835,81.103774,Локоть,СФО,ЖДПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11185,51.675,34.2175,Локоть,ЦФО,ЖДПП,0.0,2022,Грузы в тоннах,Брянский,установлен,нет,Украина
11186,52.295003,32.647313,Ломаковка,ЦФО,АПП,0.0,2022,Грузы в тоннах,Брянский,установлен,да,Украина
11187,68.477378,28.477149,Лотта,СЗФО,АПП,422.96627,2022,Грузы в тоннах,Мурманский,установлен,да,Финляндская Республика
11188,57.132236,27.774503,Лудонка,СЗФО,АПП,0.0,2022,Грузы в тоннах,Псковский,установлен,да,Латвийская Республика
11189,64.545064,29.994016,Люття,СЗФО,АПП,92051.112,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
