,Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство
9359,Орск,Уральский,51.086122,58.464716,ПФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9362,Павловка,Новосибирский,53.401993,77.709242,СФО,АПП,89984,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9363,Павловка (Славгород),Новосибирский,52.924229,78.268375,СФО,АПП,19946,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9365,Пашково,Хабаровский,48.884618,130.656092,ДФО,СПП,0,2017,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9372,Петухово,Уральский,55.090975,68.242499,УФО,АПП,169137,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9373,Петухово,Уральский,55.070614,67.887333,УФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9374,Печоры-Псковские,Псковский,57.8357999995351,27.625300001353,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Эстонская Республика
9375,Погар,Брянский,52.369862,33.243985,ЦФО,АПП,23528,2017,Грузы в тоннах,установлен,да,Украина
9376,Пограничный,Калининградский,55.059774,22.590262,СЗФО,АПП,24799,2017,Грузы в тоннах,установлен,да,Литовская Республика
9377,Пограничный,Владивостокский,44.39917,131.259668,ДФО,АПП,52,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9378,Пограничный,Владивостокский,44.40663,131.37327,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9379,Покровка,Читинский,53.343378,121.535043,ДФО,АПП,0,2017,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9380,Покровка,Хабаровский,46.723319,134.02228,ДФО,СПП,0,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9381,Полтавка,Владивостокский,44.018064,131.252823,ДФО,АПП,0,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9382,Полынный,Волгоградский,48.953911,46.789453,ЮФО,АПП,5548,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9384,Посинь,Псковский,56.341761,28.248432,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,Латвийская Республика
9386,Поярково,Хабаровский,49.614111,128.680416,ДФО,СПП,0,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9391,Псков,Псковский,57.814291,28.326674,СЗФО,РПП,0,2017,Грузы в тоннах,установлен,нет,Эстонская Республика
9393,Пыталово,Псковский,57.0645000003278,27.9111000001431,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Латвийская Республика
9400,Рыбачий,Калининградский,55.1583999991417,20.8500000014901,СЗФО,РПП,0,2017,Грузы в тоннах,установлен,да,Литовская Республика
9403,Сагарчин,Уральский,50.857938,56.142094,ПФО,АПП,228194,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9404,Салла,Мурманский,66.944902,29.038847,СЗФО,АПП,75968,2017,Грузы в тоннах,установлен,да,Финляндская Республика
9406,Санкт-Петербург-Финляндский,Санкт-Петербургский,59.955817,30.356343,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Финляндская Республика
9410,Светлый,Уральский,50.710306,61.02061,ПФО,АПП,7647,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9411,Светогорск,Санкт-Петербургский,61.123856,28.841682,СЗФО,АПП,702634,2017,Грузы в тоннах,установлен,да,Финляндская Республика
9412,Светогорск,Санкт-Петербургский,61.118075,28.845818,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Финляндская Республика
9413,Себеж,Псковский,56.3053999990225,28.4697999991477,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Латвийская Республика
9417,Скангали,Псковский,56.8999,27.743,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,Латвийская Республика
9418,Сковородино,Хабаровский,53.441899,123.967124,ДФО,СПП,0,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9419,Советск,Калининградский,55.082342,21.903888,СЗФО,АПП,151204,2017,Грузы в тоннах,установлен,да,Литовская Республика
9420,Советск,Калининградский,55.082342,21.879756,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Литовская Республика
9421,"Советск (Русне, Юрбаркас)",Калининградский,55.084813,21.89674,СЗФО,РПП,0,2017,Грузы в тоннах,установлен,нет,Литовская Республика
9423,Соловьевск,Читинский,49.886726,115.713356,ДФО,АПП,2688,2017,Грузы в тоннах,установлен,да,Монголия
9424,Соловьевск,Читинский,49.8947,115.7575,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Монголия
9428,Староцурухайтуйский,Читинский,50.199642,119.337367,ДФО,АПП,2290,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9429,Сторожинец,Псковский,58.574516,27.829775,СЗФО,ОПП,0,2017,Грузы в тоннах,установлен,нет,Эстонская Республика
9430,Суджа,Брянский,51.172627,35.139334,ЦФО,АПП,79858,2017,Грузы в тоннах,установлен,да,Украина
9431,Суземка,Брянский,52.318371,34.073437,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Украина
9432,Суоперя,Санкт-Петербургский,65.798791,30.109591,СЗФО,АПП,47672,2017,Грузы в тоннах,установлен,да,Финляндская Республика
9435,Сювяоро,Санкт-Петербургский,61.501999,29.61031,СЗФО,АПП,1822,2017,Грузы в тоннах,установлен,да,Финляндская Республика
9438,Тагиркент-Казмаляр,Северо-Кавказский,41.787765,48.54852,СКФО,АПП,154334,2017,Грузы в тоннах,установлен,да,Азербайджанская Республика
9440,Ташанта,Новосибирский,49.643629,89.44195,СФО,АПП,17847,2017,Грузы в тоннах,установлен,да,Монголия
9443,Теплое,Уральский,51.504733,51.543277,ПФО,АПП,89806,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9444,Тёткино,Брянский,51.2789,34.285,ЦФО,ЖДПП,0,2017,Грузы в тоннах,установлен,нет,Украина
9445,Тёткино (Бояро-Лежачи),Брянский,51.24417,34.298149,ЦФО,АПП,0,2017,Грузы в тоннах,установлен,нет,Украина
9446,Тёткино (Рыжевка),Брянский,51.24413,34.298117,ЦФО,АПП,72672,2017,Грузы в тоннах,установлен,да,Украина
9448,Тишанка,Белгородский,50.391387,37.467621,ЦФО,АПП,0,2017,Грузы в тоннах,установлен,нет,Украина
9451,Топольное,Новосибирский,50.918237,80.103876,СФО,АПП,4694,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9452,Торфяновка,Санкт-Петербургский,60.596099,27.913096,СЗФО,АПП,874626,2017,Грузы в тоннах,установлен,да,Финляндская Республика
9453,Третьяково,Новосибирский,50.866700001061,81.895300000906,СФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9454,Троебортное,Брянский,51.881005,34.337551,ЦФО,АПП,214285,2017,Грузы в тоннах,установлен,да,Украина
9455,"Троицк (Кайрак, Магнай)",Уральский,54.1130000017583,61.5698999986053,УФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9457,Турий Рог,Владивостокский,45.262249,131.978153,ДФО,АПП,0,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9459,Убур-Тохтор,Читинский,50.4167,113.8333,ДФО,АПП,0,2017,Грузы в тоннах,установлен,нет,Монголия
9460,Убылинка,Псковский,56.87317,27.833766,СЗФО,АПП,76591,2017,Грузы в тоннах,установлен,да,Латвийская Республика
9468,Ушаково,Хабаровский,51.883,126.5631,ДФО,СПП,0,2017,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9471,Хабаровск,Хабаровский,48.468957,135.057972,ДФО,РПП,0,2017,Грузы в тоннах,установлен,да,Китайская Народная Республика
9473,Хандагайты (Боршо),Новосибирский,50.700218,92.069395,СФО,АПП,17390,2017,Грузы в тоннах,установлен,да,Монголия
9475,Хасан,Владивостокский,42.430155,130.644336,ДФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Корейская Народно-Демократическая Республика
9477,Цаган-Толгой,Новосибирский,49.957094,95.62729,СФО,АПП,4025,2017,Грузы в тоннах,установлен,да,Монголия
9481,Черлак,Новосибирский,54.155114,74.804456,СФО,РПП,0,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9482,Чернышевское,Калининградский,54.645721,22.736633,СЗФО,АПП,160541,2017,Грузы в тоннах,установлен,да,Литовская Республика
9483,Черняховск,Калининградский,54.629537,21.817797,СЗФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Литовская Республика
9488,Шара-Сур,Новосибирский,50.515325,94.337233,СФО,АПП,1416,2017,Грузы в тоннах,установлен,да,Монголия
9490,Шебекино,Белгородский,50.352158,36.922684,ЦФО,АПП,265343,2017,Грузы в тоннах,установлен,да,Украина
9491,Шумилкино,Псковский,57.644615,27.387415,СЗФО,АПП,198639,2017,Грузы в тоннах,установлен,да,Эстонская Республика
9493,Эльтон,Волгоградский,49.130289,46.838265,ЮФО,ЖДПП,0,2017,Грузы в тоннах,установлен,да,Республика Казахстан
9498,Яраг-Казмаляр,Северо-Кавказский,41.640607,48.40786,СКФО,АПП,215720,2017,Грузы в тоннах,установлен,да,Азербайджанская Республика
9500,Абагайтуй,Читинский,49.5833,117.8167,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9502,Адлер,Сочинский,43.397314,40.002072,ЮФО,АПП,1916149,2018,Грузы в тоннах,установлен,да,Республика Абхазия
9503,Адлер,Сочинский,43.40274645,39.99306761,ЮФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Абхазия
9505,Айнек-Гол,Читинский,50.3678,103.279,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Монголия
9506,Аксарайский,Волгоградский,46.7337,48.0892,ЮФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9508,Алтан,Читинский,49.8833,109.0667,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Монголия
9509,Амурзет,Хабаровский,47.690284,131.073245,ДФО,СПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9518,Аспайты,Новосибирский,50.3099,90.0221,СФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Монголия
9521,Багратионовск,Калининградский,54.372517,20.659173,СЗФО,АПП,582412,2018,Грузы в тоннах,установлен,да,Республика Польша
9522,Багратионовск,Калининградский,54.3927,20.6475,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Республика Польша
9524,Безымено,Белгородский,50.368527,35.756453,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9525,Белая Березка,Брянский,52.3835,33.4804,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9527,Белгород,Белгородский,50.593234,36.605675,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9530,Благовещенск,Хабаровский,50.249853,127.554133,ДФО,СПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9531,Благовещенск-1,Хабаровский,50.252764,127.547584,ДФО,ППП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9533,Большой Уссурийский,Хабаровский,48.347254,134.768252,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9534,Борисоглебск,Мурманский,69.655681,30.203183,СЗФО,АПП,106295,2018,Грузы в тоннах,установлен,да,Королевство Норвегия
9536,Брунишево,Псковский,57.538718,27.471549,СЗФО,АПП,34100,2018,Грузы в тоннах,установлен,да,Латвийская Республика
9537,Брусничное,Санкт-Петербургский,60.931202,28.560617,СЗФО,АПП,873748,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9538,Брусничное (Сайменский канал),Санкт-Петербургский,60.810182,28.737329,СЗФО,МПП,0,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9540,Брянск-Льговский,Брянский,53.213067,34.409548,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9541,Брянск-Орловский,Брянский,53.262436,34.405696,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9543,Бугристое,Уральский,54.006458,61.625926,УФО,АПП,382898,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9544,Бурачки,Псковский,56.356309,28.197336,СЗФО,АПП,188993,2018,Грузы в тоннах,установлен,да,Латвийская Республика
9545,Бускульский,Уральский,53.796262,61.157583,УФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Республика Казахстан
9546,Бусловская,Санкт-Петербургский,60.840635,28.378262,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9551,Вергелевка,Белгородский,50.3108,36.5807,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9552,Вериговка,Белгородский,50.197641,37.638937,ЦФО,АПП,28680,2018,Грузы в тоннах,установлен,да,Украина
9553,Верхний Баскунчак,Волгоградский,46.724082,48.22708,ЮФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9554,Верхний Ларс,Северо-Кавказский,42.768431,44.631185,СКФО,АПП,662064,2018,Грузы в тоннах,установлен,да,Республика Грузия
9555,Верхний Ульхун,Читинский,49.5112,112.602049,ДФО,АПП,919,2018,Грузы в тоннах,установлен,да,Монголия
9557,Веселоярск,Новосибирский,51.211204,81.11318,СФО,АПП,82939,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9558,Вишневка,Волгоградский,49.429484,46.795764,ЮФО,АПП,40750,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9565,Воскресенское,Уральский,54.646153,65.803555,УФО,АПП,55135,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9567,Выборг,Санкт-Петербургский,60.715429,28.750744,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9570,Вяртсиля,Санкт-Петербургский,62.168784,30.635873,СЗФО,АПП,653167,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9571,Вяртсиля,Санкт-Петербургский,62.168005,30.641338,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9572,Гарах,Северо-Кавказский,41.490063,48.064536,СКФО,АПП,0,2018,Грузы в тоннах,установлен,да,Азербайджанская Республика
9576,Глушково,Брянский,51.286303,34.731497,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9577,Головчино,Белгородский,50.4348,35.8312,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9578,Головчино,Белгородский,50.511166,35.825004,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9579,Горняк,Новосибирский,50.972275,81.420538,СФО,АПП,78871,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9580,Грайворон,Белгородский,50.43093,35.591033,ЦФО,АПП,121241,2018,Грузы в тоннах,установлен,да,Украина
9584,Гусев,Калининградский,54.343023,22.298854,СЗФО,АПП,419214,2018,Грузы в тоннах,установлен,да,Республика Польша
9586,Дербент,Северо-Кавказский,42.056396,48.306587,СКФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Азербайджанская Республика
9587,Джалинда,Хабаровский,53.482007,123.888834,ДФО,СПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9591,Долбино,Белгородский,50.7621,35.5521,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9594,Дубки,Калининградский,55.066608,21.952485,СЗФО,АПП,0,2018,Грузы в тоннах,установлен,да,Литовская Республика
9599,Железнодорожный,Калининградский,54.356622,21.323472,СЗФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Республика Польша
9600,Железнодорожный,Калининградский,54.35581,21.32322,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Польша
9601,Желтура,Читинский,50.4742,105.1031,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Монголия
9603,Забайкальск,Читинский,49.632878,117.373814,ДФО,АПП,81922,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9604,Забайкальск,Читинский,49.638766,117.331686,ДФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9606,Зауралье,Уральский,54.789484,65.945636,УФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9607,Звериноголовское,Уральский,54.386677,64.805326,УФО,АПП,46826,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9608,Зерново,Брянский,52.192193,34.058658,ЦФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9609,Ивангород,Санкт-Петербургский,59.376896,28.211033,СЗФО,АПП,550966,2018,Грузы в тоннах,установлен,да,Эстонская Республика
9610,Ивангород,Санкт-Петербургский,59.36793,28.233993,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Эстонская Республика
9611,Ивангород,Санкт-Петербургский,59.360621,28.200402,СЗФО,ППП,0,2018,Грузы в тоннах,установлен,да,Эстонская Республика
9614,Илек,Уральский,51.492998,53.382564,ПФО,АПП,178492,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9615,Илек-Пеньковка,Белгородский,50.751077,35.539322,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9616,"Илецк-1 (Жайсан, Шынгырлау)",Уральский,51.1568999998271,54.9952999986708,ПФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9617,Инари,Санкт-Петербургский,63.304965,31.004307,СЗФО,АПП,203,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9619,Иртышское (Валиханово),Новосибирский,53.9109000004827,74.9037999995053,СФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9620,Исилькуль,Новосибирский,54.9219999983907,71.0168999992311,СФО,АПП,221536,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9621,Исилькуль,Новосибирский,54.909388,71.263429,СФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9622,Кавказ,Сочинский,45.341123,36.675162,ЮФО,МПП,0,2018,Грузы в тоннах,установлен,да,утратило значение (Украина)
9623,Казанское,Уральский,55.393328,69.338667,УФО,АПП,120587,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9625,Кайсацкое,Волгоградский,49.743903,46.84589,ЮФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9630,Кани-Курган,Хабаровский,50.197449,127.641475,ДФО,АПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9631,Карасук,Новосибирский,53.752359,78.053926,СФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9632,Караузек,Волгоградский,46.545927,48.637239,ЮФО,АПП,177983,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9633,"Карталы (Аксу, Бускуль)",Уральский,53.052333,60.643455,УФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9634,Кварцитный,Уральский,54.0258076869129,61.7458551561277,УФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Республика Казахстан
9638,Колотиловка,Белгородский,50.813564,35.415016,ЦФО,АПП,49608,2018,Грузы в тоннах,установлен,да,Украина
9639,Комсомольский,Уральский,51.576089,60.615823,ПФО,АПП,4830,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9640,Константиновка,Хабаровский,49.6167,127.9833,ДФО,СПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9643,Краскино,Владивостокский,42.768502,130.470716,ДФО,АПП,106,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9646,Крупец,Брянский,51.647524,34.137715,ЦФО,АПП,34889,2018,Грузы в тоннах,установлен,да,Украина
9647,Крупп,Псковский,57.895767,27.817193,СЗФО,АПП,0,2018,Грузы в тоннах,установлен,да,Эстонская Республика
9648,Крылово,Калининградский,54.3275,21.5533,СЗФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Республика Польша
9652,Кулунда,Новосибирский,52.571772,78.935906,СФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9653,Кулунда (Шарбакты),Новосибирский,52.532284,78.630049,СФО,АПП,85030,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9654,Куничина Гора,Псковский,57.832371,27.595687,СЗФО,АПП,118756,2018,Грузы в тоннах,установлен,да,Эстонская Республика
9658,Кяхта,Читинский,50.325935,106.487149,ДФО,АПП,172737,2018,Грузы в тоннах,установлен,да,Монголия
9661,Лесозаводск,Владивостокский,45.45465120376154,133.3778381347585,ДФО,СПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9663,Логачевка,Белгородский,49.999964,37.951784,ЦФО,АПП,55701,2018,Грузы в тоннах,установлен,да,Украина
9664,Локоть,Новосибирский,51.287835,81.103774,СФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9665,Локоть,Брянский,51.675,34.2175,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,нет,Украина
9666,Ломаковка,Брянский,52.295003,32.647313,ЦФО,АПП,9681,2018,Грузы в тоннах,установлен,да,Украина
9667,Лотта,Мурманский,68.477378,28.477149,СЗФО,АПП,29300,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9668,Лудонка,Псковский,57.132236,27.774503,СЗФО,АПП,85711,2018,Грузы в тоннах,установлен,да,Латвийская Республика
9669,Люття,Санкт-Петербургский,64.545064,29.994016,СЗФО,АПП,204620,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9670,Люття,Санкт-Петербургский,64.5496,30.665,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Финляндская Республика
9675,Макушино,Уральский,55.2213630695047,67.2304994999999,УФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9676,Малиновое Озеро,Новосибирский,51.595588,79.437002,СФО,АПП,5373,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9677,Мамоново,Калининградский,54.447689,19.898678,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Польша
9678,Мамоново (Гжехотки),Калининградский,54.424393,20.074312,СЗФО,АПП,509477,2018,Грузы в тоннах,установлен,да,Республика Польша
9679,Мамоново (Гроново),Калининградский,54.439183,19.901304,СЗФО,АПП,465173,2018,Грузы в тоннах,установлен,да,Республика Польша
9680,Мариинский,Уральский,52.319569,61.001741,УФО,АПП,43988,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9681,Марково,Владивостокский,45.550477,133.321171,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9684,Махалино,Владивостокский,42.681192,130.61768,ДФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9687,Маштаково,Уральский,51.853502,50.896097,ПФО,АПП,422814,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9689,Михайловка,Новосибирский,50.807859,81.965854,СФО,АПП,127710,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9691,Монды,Читинский,51.636004,100.860313,ДФО,АПП,13575,2018,Грузы в тоннах,установлен,да,Монголия
9692,Морское,Калининградский,55.278507,20.963083,СЗФО,АПП,86516,2018,Грузы в тоннах,установлен,да,Литовская Республика
9697,Мугур-Аксы,Новосибирский,50.35,90.5,СФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Монголия
9702,Наушки,Читинский,50.388174,106.100215,ДФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Монголия
9705,Неверовская,Новосибирский,50.982706,81.519878,СФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9706,Невольное,Новосибирский,53.7267000004649,73.8075000010431,СФО,АПП,19386,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9707,Нежеголь,Белгородский,50.372308,36.850314,ЦФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Украина
9708,Нестеров,Калининградский,54.636192,22.73258,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Литовская Республика
9709,Нехотеевка,Белгородский,50.338847,36.28717,ЦФО,АПП,776580,2018,Грузы в тоннах,установлен,да,Украина
9712,Нижнеленинское,Хабаровский,47.975056,132.671355,ДФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9713,Нижнеленинское,Хабаровский,47.961278,132.669774,ДФО,СПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9714,Нижний Зарамаг,Северо-Кавказский,42.669885,44.025982,СКФО,АПП,381466,2018,Грузы в тоннах,установлен,да,Республика Южная Осетия
9716,Николаевка,Уральский,53.003526,62.129645,УФО,АПП,41734,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9722,Ново-Филя,Северо-Кавказский,41.708056,48.473279,СКФО,АПП,0,2018,Грузы в тоннах,установлен,да,Азербайджанская Республика
9724,Новые Юрковичи,Брянский,52.116365,31.811135,ЦФО,АПП,83644,2018,Грузы в тоннах,установлен,да,Украина
9726,Одесское,Новосибирский,54.159304,72.792108,СФО,АПП,95818,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9727,Озинки,Волгоградский,51.216321,49.880509,ПФО,АПП,175760,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9728,Озинки,Волгоградский,51.194203,49.73407,ПФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9729,Олочи,Читинский,51.336732,119.873112,ДФО,АПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9731,Ольховка,Новосибирский,53.796579,75.051943,СФО,АПП,125140,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9737,Орск,Уральский,51.084344,58.475364,ПФО,АПП,149255,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9739,Орск,Уральский,51.086122,58.464716,ПФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9742,Павловка,Новосибирский,53.401993,77.709242,СФО,АПП,93782,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9743,Павловка (Славгород),Новосибирский,52.924229,78.268375,СФО,АПП,21094,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9745,Пашково,Хабаровский,48.884618,130.656092,ДФО,СПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9752,Петухово,Уральский,55.090975,68.242499,УФО,АПП,150890,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9753,Петухово,Уральский,55.070614,67.887333,УФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Республика Казахстан
9754,Печоры-Псковские,Псковский,57.8357999995351,27.625300001353,СЗФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Эстонская Республика
9755,Погар,Брянский,52.369862,33.243985,ЦФО,АПП,24128,2018,Грузы в тоннах,установлен,да,Украина
9756,Пограничный,Калининградский,55.059774,22.590262,СЗФО,АПП,25380,2018,Грузы в тоннах,установлен,да,Литовская Республика
9757,Пограничный,Владивостокский,44.39917,131.259668,ДФО,АПП,16,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9758,Пограничный,Владивостокский,44.40663,131.37327,ДФО,ЖДПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9759,Покровка,Читинский,53.343378,121.535043,ДФО,АПП,0,2018,Грузы в тоннах,установлен,нет,Китайская Народная Республика
9760,Покровка,Хабаровский,46.723319,134.02228,ДФО,СПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9761,Полтавка,Владивостокский,44.018064,131.252823,ДФО,АПП,0,2018,Грузы в тоннах,установлен,да,Китайская Народная Республика
9762,Полынный,Волгоградский,48.953911,46.789453,ЮФО,АПП,5278,2018,Грузы в тоннах,установлен,да,Республика Казахстан
