,Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту
5445,Кайсацкое,Волгоградский,49.743903,46.84589,ЮФО,ЖДПП,83,2019,Грузовые транспортные средства,установлен,да,0
5446,Калининград,Калининградский,54.698798,20.475572,СЗФО,МПП,4244,2019,Грузовые транспортные средства,установлен,да,0
5447,Калининград (Храброво),Калининградский,54.882897,20.585738,СЗФО,ВПП,4,2019,Грузовые транспортные средства,установлен,да,0
5448,Калуга (Грабцево),Брянский,54.546743,36.366639,ЦФО,ВПП,0,2019,Грузовые транспортные средства,установлен,да,0
5449,Кандалакша,Мурманский,67.137782,32.41278,СЗФО,МПП,148,2019,Грузовые транспортные средства,установлен,да,0
5450,Кани-Курган,Хабаровский,50.197449,127.641475,ДФО,АПП,0,2019,Грузовые транспортные средства,установлен,да,69350
5451,Карасук,Новосибирский,53.752359,78.053926,СФО,ЖДПП,560,2019,Грузовые транспортные средства,установлен,да,3650
5452,Караузек,Волгоградский,46.545927,48.637239,ЮФО,АПП,95140,2019,Грузовые транспортные средства,установлен,да,0
5453,"Карталы (Аксу, Бускуль)",Уральский,53.052333,60.643455,УФО,ЖДПП,13879,2019,Грузовые транспортные средства,установлен,да,0
5454,Кварцитный,Уральский,54.0258076869129,61.7458551561277,УФО,ЖДПП,0,2019,Грузовые транспортные средства,установлен,нет,0
5455,Кемерово,Новосибирский,55.281972,86.119288,СФО,ВПП,2,2019,Грузовые транспортные средства,установлен,да,0
5456,Керчь,Крымский,45.35556,36.476485,ЮФО,МПП,519,2019,Грузовые транспортные средства,установлен,да,0
5457,Клименки,Белгородский,50.0551,38.3698,ЦФО,АПП,0,2019,Грузовые транспортные средства,установлен,нет,0
5458,Колотиловка,Белгородский,50.813564,35.415016,ЦФО,АПП,127,2019,Грузовые транспортные средства,установлен,да,0
5459,Комсомольский,Уральский,51.576089,60.615823,ПФО,АПП,1078,2019,Грузовые транспортные средства,установлен,да,0
5460,Константиновка,Хабаровский,49.6167,127.9833,ДФО,СПП,0,2019,Грузовые транспортные средства,установлен,нет,0
5461,Корсаков,Владивостокский,46.620378,142.768422,ДФО,МПП,689,2019,Грузовые транспортные средства,установлен,да,0
5462,Крабозаводский,Владивостокский,43.8262,146.7486,ДФО,МПП,0,2019,Грузовые транспортные средства,установлен,нет,0
5463,Краскино,Владивостокский,42.768502,130.470716,ДФО,АПП,14180,2019,Грузовые транспортные средства,установлен,да,0
5464,Краснодар (Пашковский),Сочинский,45.033847,39.139303,ЮФО,ВПП,8,2019,Грузовые транспортные средства,установлен,да,365
5465,Красноярск (Емельяново),Новосибирский,56.180887,92.482809,СФО,ВПП,1082,2019,Грузовые транспортные средства,установлен,да,0
5466,Крупец,Брянский,51.647524,34.137715,ЦФО,АПП,19368,2019,Грузовые транспортные средства,установлен,да,36500
5467,Крупп,Псковский,57.895767,27.817193,СЗФО,АПП,0,2019,Грузовые транспортные средства,установлен,да,0
5468,Крылово,Калининградский,54.3275,21.5533,СЗФО,АПП,0,2019,Грузовые транспортные средства,установлен,нет,0
